,"Directory","Name","STATUS","Object_Type","Combat_Role","Textual_Description","Hud_image","Unit_Scale","Cockpit","CockpitX","CockpitY","CockpitZ","Mesh","Shield_Mesh","Rapid_Mesh","BSP_Mesh","Use_BSP","Use_Rapid","NoDamageParticles","Mass","Moment_Of_Inertia","Fuel_Capacity","Hull","Armor_Front_Top_Right","Armor_Front_Top_Left","Armor_Front_Bottom_Right","Armor_Front_Bottom_Left","Armor_Back_Top_Right","Armor_Back_Top_Left","Armor_Back_Bottom_Right","Armor_Back_Bottom_Left","Shield_Front_Top_Right","Shield_Back_Top_Left","Shield_Front_Bottom_Right","Shield_Front_Bottom_Left","Shield_Back_Top_Right","Shield_Front_Top_Left","Shield_Back_Bottom_Right","Shield_Back_Bottom_Left","Shield_Recharge","Shield_Leak","Warp_Capacitor","Primary_Capacitor","Reactor_Recharge","Jump_Drive_Present","Jump_Drive_Delay","Wormhole","Outsystem_Jump_Cost","Warp_Usage_Cost","Afterburner_Type","Afterburner_Usage_Cost","Maneuver_Yaw","Maneuver_Pitch","Maneuver_Roll","Yaw_Governor","Pitch_Governor","Roll_Governor","Afterburner_Accel","Forward_Accel","Retro_Accel","Left_Accel","Right_Accel","Top_Accel","Bottom_Accel","Afterburner_Speed_Governor","Default_Speed_Governor","ITTS","Radar_Color","Radar_Range","Tracking_Cone","Max_Cone","Lock_Cone","Hold_Volume","Can_Cloak","Cloak_Min","Cloak_Rate","Cloak_Energy","Cloak_Glass","Repair_Droid","ECM_Rating","ECM_Resist","Ecm_Drain","Hud_Functionality","Max_Hud_Functionality","Lifesupport_Functionality","Max_Lifesupport_Functionality","Comm_Functionality","Max_Comm_Functionality","FireControl_Functionality","Max_FireControl_Functionality","SPECDrive_Functionality","Max_SPECDrive_Functionality","Slide_Start","Slide_End","Activation_Accel","Activation_Speed","Upgrades","Prohibited_Upgrades","Sub_Units","Sound","Light","Mounts","Net_Comm","Dock","Cargo_Import","Cargo","Explosion","Num_Animation_Stages","Upgrade_Storage_Volume","Heat_Sink_Rating","Shield_Efficiency","Num_Chunks","Chunk_0","Collide_Subunits","Spec_Interdiction","Tractorability"
"Gawain.stock","./vessels/Gawain","Gawain","MANEUVOUR","Vessel","INTERCEPTOR","Main line High-Born interceptor","gawain-hud.spr",1.25,,0,0,10,"{gawain.bfxm;;}",,,,,,,56,56,3.46,400,1,1,1,1,1,1,1,1,75,75,,,,,,,4,0,325,100,15,FALSE,1,,200,120,1,4,50000,50000,50000,55,60,60,25000,22000,15000,5000,5000,5000,5000,410,410,FALSE,FALSE,300000000,4,180,25,15,,,,,0,0,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;0;-.328;-9.75;8;;;;;}{supernova.bmp.bfxm;0.25;-1.1;-9.75;5;;;;;}{supernova.bmp.bfxm;-0.25;-1.1;-9.75;5;;;;;}","{;;5;Light;1.4;0;.5;.2;.2;;;;;;;1;1}{;;5;Light;-1.4;0;.5;.2;.2;;;;;;;1;1}{;;10;Light Medium;0;-2.5;10.25;.2;.2;;;;;;;1;1}{;;5;Light;0;-2.8;10.25;.2;.2;;;;;;;1;1}{;4;1;special special-missile medium-missile;1.95;.45;-.75;;;;;;;;;1;1}{;4;1;Special special-missile medium-missile;-1.95;.45;-.75;;;;;;;;;1;1}{;4;1;light-missile medium-missile;1.95;.81;-.75;;;;;;;;;1;1}{;4;1;light-missile medium-missile;-1.95;.81;-.75;;;;;;;;;1;1}",,,,"{skyscope1;upgrades/Sensors/Common;200;1;0.01;1;1;1;;0}{capacitor01;upgrades/Capacitors/Standard;200;1;2;2;1;1;;0}{reactor01;upgrades/Reactors/Standard;200;1;1;2;1;1;;0}{add_spec_capacitor01;upgrades/SPEC_Capacitors;200;1;5;4;1;1;;0}{dualshield01;upgrades/Shield_Systems/Standard_Dual_Shields;200;1;1;4;1;1;;0}",,0,225,0,,,,,,"pPiI"
"Jackal","./vessels/Jackal","Jackal",,"Vessel","INTERCEPTOR","Forsaken Interceptor","jackal-hud.sprite",1,"no-cockpit",0,0,10,"{jackal.bfxm;;}",,,,,,,20,20,3,160,50,50,50,50,50,50,50,50,123,123,234,234,,,,,25,0,25,400,128,FALSE,1,,200,120,1,4,40000,40000,40000,80,90,90,6000,5500,5000,1000,1000,1000,1000,235,235,FALSE,,300000000,5,180,10,5,,,,,0,0,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;1.55;-2.2;-3;4;;;;;}{supernova.bmp.bfxm;-1.55;-2.2;-3;4;;;;;}","{ParticleBeam;;;Light;4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;3.8;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-3.8;0.5;7.;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}",,,,,,0,75,0,,,,,,"pPiI"
"Jackal.blank","./vessels/Jackal","Jackal",,"Vessel","INTERCEPTOR","Forsaken Interceptor","jackal-hud.sprite",1,"no-cockpit",0,0,10,"{jackal.bfxm;;}",,,,,,,20,20,3,160,50,50,50,50,50,50,50,50,123,123,234,234,,,,,25,0,25,400,128,FALSE,1,,200,120,1,4,40000,40000,40000,80,90,90,6000,5500,5000,1000,1000,1000,1000,235,235,FALSE,,300000000,5,180,10,5,,,,,0,0,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;1.55;-2.2;-3;4;;;;;}{supernova.bmp.bfxm;-1.55;-2.2;-3;4;;;;;}","{ParticleBeam;;;Light;4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;3.8;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-3.8;0.5;7.;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}",,,,,,0,75,0,,,,,,"pPiI"
"Knight","./vessels/Knight","Knight",,"Vessel","INTERCEPTOR","Uln Interceptor","knight-hud.sprite",1,"no-cockpit",0,0,10,"{knight.bfxm;;}",,,,,,,20,20,3,160,50,50,50,50,50,50,50,50,123,123,234,234,,,,,25,0,25,400,128,FALSE,1,,200,120,1,4,40000,40000,40000,80,90,90,6000,5500,5000,1000,1000,1000,1000,235,235,FALSE,,300000000,5,180,10,5,,,,,0,0,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;1.55;-2.2;-3;4;;;;;}{supernova.bmp.bfxm;-1.55;-2.2;-3;4;;;;;}","{ParticleBeam;;;Light;4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;3.8;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-3.8;0.5;7.;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}",,,,,,0,75,0,,,,,,"pPiI"
"Knight.blank","./vessels/Knight","Knight",,"Vessel","INTERCEPTOR","Uln Interceptor","knight-hud.sprite",1,"no-cockpit",0,0,10,"{knight.bfxm;;}",,,,,,,20,20,3,160,50,50,50,50,50,50,50,50,123,123,234,234,,,,,25,0,25,400,128,FALSE,1,,200,120,1,4,40000,40000,40000,80,90,90,6000,5500,5000,1000,1000,1000,1000,235,235,FALSE,,300000000,5,180,10,5,,,,,0,0,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;1.55;-2.2;-3;4;;;;;}{supernova.bmp.bfxm;-1.55;-2.2;-3;4;;;;;}","{ParticleBeam;;;Light;4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-4.3;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;3.8;0.5;7;;;;;;;;;1;1}{ParticleBeam;;;Light;-3.8;0.5;7.;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{friendorfoe;3;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}",,,,,,0,75,0,,,,,,"pPiI"
"Nicander","./vessels/Nicander","Nicander",,"Vessel","INTERCEPTOR","Aeran interceptor","nicander-hud.spr",1.25,"light_cockpit.cpt",0,0.25,13,"{nicander.bfxm;;}",,,,,,,61,61,11,350,180,180,180,180,180,180,180,180,1300,1300,,,,,,,90,0,1300,500,160,TRUE,1,,200,45,1,4,60000,60000,60000,90,100,120,21600,15000,10000,4000,4000,4000,4000,380,380,TRUE,TRUE,300000000,5,180,10,25,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{aeraburn.bfxm;-0.75;-0.086;-10;8;;;;;}{aeraburn.bfxm;0.75;-0.086;-10;8;;;;;}","{Photon_MKIII;6000;12;light medium autotracking;5.600000;-1.600000;3.200000;;;;;;;;;1;1}{Photon_MKIII;6000;12;light medium autotracking;-5.600000;-1.600000;3.200000;;;;;;;;;1;1}{Photon_MKII;3000;15;light medium autotracking;.5;-1.65;8;;;;;;;;;1;1}{Photon_MKII;3000;15;light medium autotracking;-.5;-1.65;8;;;;;;;;;1;1}{Photonswarm;200;100;special-missile autotracking;3.600000;-1.600000;1.200000;;;;;;;;;1;1}{Photonswarm;200;100;special-missile autotracking;-3.600000;-1.600000;1.200000;;;;;;;;;1;1}",,,,,"explosion_aera.ani",0,225,0,,,,,,"pPiI"
"Nicander.blank","./vessels/Nicander","Nicander","MANEUVOUR","Vessel","INTERCEPTOR","Aeran interceptor","nicander-hud.spr",1.25,"light_cockpit.cpt",0,0.25,13,"{nicander.bfxm;;}",,,,,,,41,41,11,271,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,25,,,FALSE,1,,200,120,1,4,60000,60000,60000,90,100,120,21600,15000,10000,4000,4000,4000,4000,290,290,FALSE,FALSE,100000,0,0,0,10,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{aeraburn.bfxm;-0.75;-0.086;-10;8;;;;;}{aeraburn.bfxm;0.75;-0.086;-10;8;;;;;}","{;;;light medium autotracking;5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;;light medium autotracking;-5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;;light medium autotracking;.5;-1.65;8;;;;;;;;;1;1}{;;;light medium autotracking;-.5;-1.65;8;;;;;;;;;1;1}{;200;100;special-missile autotracking;3.600000;-1.600000;1.200000;;;;;;;;;1;1}{;200;100;special-missile autotracking;-3.600000;-1.600000;1.200000;;;;;;;;;1;1}",,,,,"explosion_aera.ani",0,225,0,,,,,,"pPiI"
"Nicander.escort","./vessels/Nicander","Nicander",,"Vessel","INTERCEPTOR","Aeran interceptor","nicander-hud.spr",1.25,"light_cockpit.cpt",0,0.25,13,"{nicander.bfxm;;}",,,,,,,61,61,11,271,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,360,360,,,,,,,90,0,1300,500,160,TRUE,1,,200,45,1,4,60000,60000,60000,90,100,120,21600,15000,10000,4000,4000,4000,4000,380,380,TRUE,TRUE,300000000,5,180,10,25,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{aeraburn.bfxm;-0.75;-0.086;-10;8;;;;;}{aeraburn.bfxm;0.75;-0.086;-10;8;;;;;}","{Photon_MKIII;6000;12;light medium autotracking;5.600000;-1.600000;3.200000;;;;;;;;;1;1}{Photon_MKIII;6000;12;light medium autotracking;-5.600000;-1.600000;3.200000;;;;;;;;;1;1}{Photon_MKIII;7500;15;light medium autotracking;.5;-1.65;8;;;;;;;;;1;1}{Photon_MKIII;7500;15;light medium autotracking;-.5;-1.65;8;;;;;;;;;1;1}{Photonswarm;200;100;special-missile autotracking;3.600000;-1.600000;1.200000;;;;;;;;;1;1}{Photonswarm;200;100;special-missile autotracking;-3.600000;-1.600000;1.200000;;;;;;;;;1;1}",,,,,"explosion_aera.ani",0,225,0,,,,,,"pPiI"
"Nicander.milspec","./vessels/Nicander","Nicander",,"Vessel","INTERCEPTOR","Aeran interceptor","nicander-hud.spr",1.25,"light_cockpit.cpt",0,0.25,13,"{nicander.bfxm;;}",,,,,,,61,61,11,271,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,360,360,,,,,,,90,0,1300,500,160,TRUE,1,,200,45,1,4,60000,60000,60000,90,100,120,21600,15000,10000,4000,4000,4000,4000,380,380,TRUE,TRUE,300000000,5,180,10,25,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{aeraburn.bfxm;-0.75;-0.086;-10;8;;;;;}{aeraburn.bfxm;0.75;-0.086;-10;8;;;;;}","{;;12;light medium autotracking;5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;12;light medium autotracking;-5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;15;light medium autotracking;.5;-1.65;8;;;;;;;;;1;1}{;;15;light medium autotracking;-.5;-1.65;8;;;;;;;;;1;1}{;;100;special-missile autotracking;3.600000;-1.600000;1.200000;;;;;;;;;1;1}{;;100;special-missile autotracking;-3.600000;-1.600000;1.200000;;;;;;;;;1;1}",,,,"{Nicander_Milspec_Package;upgrades/Packages/Milspec;200000;1;20;215;1;1;Full-Custom Milspec Configuration;0}","explosion_aera.ani",0,225,0,,,,,,"pPiI"
"Nicander.stock","./vessels/Nicander","Nicander","MANEUVOUR","Vessel","INTERCEPTOR","Aeran interceptor","nicander-hud.spr",1.25,"light_cockpit.cpt",0,0.25,13,"{nicander.bfxm;;}",,,,,,,55,55,11,271,1,1,1,1,1,1,1,1,75,75,,,,,,,4,0,325,100,15,FALSE,1,,200,120,1,4,60000,60000,60000,90,100,120,21600,15000,10000,4000,4000,4000,4000,290,290,FALSE,FALSE,300000000,4,180,25,10,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{aeraburn.bfxm;-0.75;-0.086;-10;8;;;;;}{aeraburn.bfxm;0.75;-0.086;-10;8;;;;;}","{;;10;light medium autotracking;5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;10;light medium autotracking;-5.600000;-1.600000;3.200000;;;;;;;;;1;1}{;;10;light medium autotracking;.5;-1.65;8;;;;;;;;;1;1}{;;10;light medium autotracking;-.5;-1.65;8;;;;;;;;;1;1}{;200;100;special-missile autotracking;3.600000;-1.600000;1.200000;;;;;;;;;1;1}{;200;100;special-missile autotracking;-3.600000;-1.600000;1.200000;;;;;;;;;1;1}",,,,"{skyscope1;upgrades/Sensors/Common;200;1;0.01;1;1;1;;0}{capacitor01;upgrades/Capacitors/Standard;200;1;2;2;1;1;;0}{reactor01;upgrades/Reactors/Standard;200;1;1;2;1;1;;0}{add_spec_capacitor01;upgrades/SPEC_Capacitors;200;1;5;4;1;1;;0}{dualshield01;upgrades/Shield_Systems/Standard_Dual_Shields;200;1;1;4;1;1;;0}","explosion_aera.ani",0,225,0,,,,,,"pPiI"
"Progeny","./vessels/Progeny","Progeny",,"Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,64,64,5.17,180,100,100,100,100,80,80,80,80,420,120,200,200,,,,,42,0,250,300,40,TRUE,1,,200,20,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,340,340,FALSE,TRUE,300000000,5,180,10,20,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{LR_Disruptor;;;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{LR_Disruptor;;;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{Swarm;125;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{FriendOrFoe;1;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{FriendOrFoe;1;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,,,0,230,0,,,,,,"pPiI"
"Progeny.blank","./vessels/Progeny","Progeny","MANEUVOUR","Vessel","INTERCEPTOR","Shaper single-pilot interceptor","mongoose-hud.spr",1,,0,0.5,7,"{progeny.bfxm;;}","progeny_shield.bfxm",,,,,,44,44,5.17,165,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,25,,,FALSE,1,,200,120,1,4,50000,50000,50000,85,70,85,18000,15000,9000,5000,5000,5000,5000,255,255,FALSE,FALSE,100000,0,0,0,10,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,";;;;;;","{supernova.bmp.bfxm;2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;-2.8;2.8;-5;7;;;;;}{supernova.bmp.bfxm;4;2.335;-5;7;;;;;}{supernova.bmp.bfxm;-4;2.335;-5;7;;;;;}","{;;;light medium;0.95;-2.635;12.000000;;;;;;;;;1;1}{;;;light medium;-0.95;-2.635;12.000000;;;;;;;;;1;1}{;125;32;Special Special-Missile;2.641;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;-2.641;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;1.355;-.705;10;;;;;;;;;1;1}{;125;32;Special Special-Missile;-1.355;-.705;10;;;;;;;;;1;1}{;1;16;Medium-Missile Light-Missile;2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}{;1;16;Medium-Missile Light-Missile;-2.5000000;-1.400000;-2.000000;;;;;;;;;1;1}",,,,,,0,230,0,,,,,,"pPiI"
