"file","categoryname","price","mass","volume","description"
"lr_disruptor_beam","upgrades/Weapons/Capship",120000,0.01,1,"@upgrades/beam1.image@A variant of the Disruptor Beam, this weapon uses the same functional principals, but is engineered for use at long range. Projecting something that is, in many respects, an extremely long sliver of a shield poses a number of technical difficulties. Long range disruptor beams increase the effective range of the weapon, but at the cost of dramatic reductions to efficiency, damage output, and beam stability alongside a significantly increased physical size. However, for certain applications, such as point-defense emplacements, these trade-offs have been considered more than worthwhile."
"Relativistic_Particle_Beam","upgrades/Weapons/Capship",250000,0.01,1,"@upgrades/medium.image@While slinging particles of negligible mass, and in chaste quantities, this weapon does manage to propel them at significant fractions of lightspeed, rendering the particles quite dangerous to encounter."
"photon_capship","upgrades/Weapons/Capship",2500000,0.01,1,"@upgrades/heavy.image@The standard armament of most heavy Aeran vessels, this is a scaled up version of the same PESC type warhead delivery system used in Aeran combat craft."
"rlr_laser_beam","upgrades/Weapons/Capship",150000,0.01,1,"@upgrades/medium.image@A long ranged laser weapon used primarily in Aeran point defence emplacements."
,,,,,
"FS_MWRF_Laser","upgrades/Weapons/Beam_Arrays_Medium",20000,0.01,1,"@upgrades/medium.image@Rapid-fire microwave laser: When an enemy vessel has had enough it will go 'ding'. Or, possibly, explode."
"FS_MW_Laser","upgrades/Weapons/Beam_Arrays_Heavy",20000,0.01,1,"@upgrades/heavy.image@Microwave laser: Caution -- do not stand in front of laser when attempting to defrost chickens."
"FS_IRRF_Laser","upgrades/Weapons/Beam_Arrays_Heavy",26000,0.01,1,"@upgrades/heavy.image@Rapid-fire infrared laser: Even on the coldest sea, it can still be Hot, Hot, Hot!"
"FS_IR_Laser","upgrades/Weapons/Beam_Arrays_Heavy",26000,0.01,1,"@upgrades/heavy.image@Infrared laser: When using for grilling, please refrain from putting hands, feet, or population centers in front of the lasing surface."
"Jackhammer","upgrades/Weapons/Beam_Arrays_Heavy",24000,0.01,1,"@upgrades/beam3.image@The Jackhammer is an open-cycle laser, venting its coolant after every firing sequence. While this does wonders for the size and complexity of the cooling system, it does raise ammunition capacity issues not frequently associated with modern lasers."
"Jackhammer_ammo","upgrades/Ammunition/Uncommon",20,0.01,1,"@cargo/halogen_gasses.image@Coolant for the open-cycle Jackhammer laser."
"CS_UVRF_Laser","upgrades/Weapons/Capship",75000,0.01,1,"@upgrades/turret_heavy.image@Rapid-fire UV Laser. UV and other higher frequency lasers raise increasing concerns about cooling. Fortunately, UV and higher frequency lasers are effective enough to warrant being built into capital sized mounts that can handle their cooling requirements."
"CS_UV_Laser","upgrades/Weapons/Capship",75000,0.01,1,"@upgrades/turret_heavy.image@UV Laser. Unlike most exposures to UV light, taking in these rays decreases the risk of dying from skin cancer."
"CS_XRRF_Laser","upgrades/Weapons/Capship",2500000,0.01,1,"@upgrades/turret_heavy.image@Rapid-fire Xaser. Used properly, one can use a Xaser to figure out what the inside of an enemy vessel looks like. The crew, however, tends to cease to have insides at about the same time."
"CS_XR_Laser","upgrades/Weapons/Capship",2500000,0.01,1,"@upgrades/turret_heavy.image@Xaser. The X-ray spectrum and lasers are notoriously unfriendly to being combined. That xasers exist at all just goes to show that some relationships can be made to work if there's enough money in it for everyone else involved."
,,,,,
"Particle_Beam","upgrades/Weapons/Beam_Arrays_Medium",7500,0.01,1,"@upgrades/medium.image@It has long been known that lightweight, charged particles, while easy to accelerate, suffer greatly from electro-static bloom effects. However, it has also long been known that there's not much in the universe cheaper to obtain than lightweight, charged particles. Still, it's not your great-to-the-Nth-granddaddy's cathode ray tube. (It's a lot bigger than that)."
"Ion_Beam","upgrades/Weapons/Beam_Arrays_Medium",16000,0.01,1,"@upgrades/medium.image@Adding a bit more heft to the input stream than what is found in weapons termed particle beams, this weapon nonetheless operates on the same general principles. The electric charge of ionized plasma makes it particularly easy to compress and fire using simple magnetics. Deceptively simple in design, these weapons' cost comes from the inherent difficulty in making a stream of ionized plasma remain coherent _after_ firing. In the last ten years, advances in this field have led to noted increases in the accessibility of ion beam weapons, and to a market glut of cheap knockoff brands."
"Heavy_Ion_Beam","upgrades/Weapons/Beam_Arrays_Heavy",25000,0.01,1,"@upgrades/heavy.image@A variant of the somewhat more common Ion Beam, these weapons utilizes heavier ions, such as xenon. Heavier ions are more difficult to accelerate to the desired exit velocities, but do not suffer nearly as much from electro-static bloom effects as their lighter counterparts."
"Ion_Burster","upgrades/Weapons/Mounted_Guns_Light",7000,0.01,1,"@upgrades/beam2.image@One of the smallest of the ion weapon family, the Ion Burster, despite a seemingly projectile output, is more closely related to ion beam weapons than to anything else. Indeed, the lower speed and packetized nature of the weapon's output are not so much desirable attributes as concessions: in order to make the weapon small enough to meet design specifications, the beam can only be pulsed, and infrequently at that. To compensate for this disability, the Ion Burster relies on specially prepared vaporization plates, rather than the homogeneous gas-streams ususally feeding Ion weapons."
"Ion_Burster_ammo","upgrades/Ammunition/Common",4,0.01,1,"@cargo/halogen_gasses.image@Prepackaged vaporization plates for the Ion Burster gun."
,,,,,
"Disruptor_Beam","upgrades/Weapons/Beam_Arrays_Medium",45000,0.01,1,"@upgrades/beam1.image@The canonical example of shield-based weaponry, the disruptor beam is highly effective at disrupting the twisted maze of forces created by a shield generator, but entirely unequipped to trickle damage past a shield until the shield in question has already nearly faltered. Disruptors, just like the shields they share most of their technological lineage with, interact violently with matter, making them poorly suited to use outside of vacuum. Fortunately for those on the receiving end of a disruptor blast, even a shield de-patterned to the point of collapse will mitigate a disruptor's effects on materials beyond the shield. Unfortunately for those on the receiving end of a disruptor, mitigate is not the same as eliminate. Those unfortunate enough to receive disruptor fire with no shield generator at all are usually at least fortunate enough that the shear forces kill them before they can notice. This design is exceptionally popular among adherents to the trekkie religion, but its reliability and effectiveness make it nothing to scoff at."
"Shield_Breaker","upgrades/Weapons/Beam_Arrays_Confed_Milspec",400000,0.01,1,"@upgrades/beam3.image@This Highborn Milspec weapon was designed alongside the Lancelot superiority fighter. If nearly equivalent in fundamental design principles, its implementation and engineering is superior in nearly every respect to the Disruptor Beams it shares a common origin with. In keeping with the naming of the ship it was co-designed with, the Shield Breaker is well suited to render any shield within reach quite humbled in but a small number of lancing blows."
"LR_Disruptor_Beam","upgrades/Weapons/Capship",1200000,0.01,1,"@upgrades/heavy.image@A variant of the Disruptor Beam, this weapon uses the same functional principals, but is engineered for use at long range. Projecting something that is, in many respects, an extremely long sliver of a shield poses a number of technical difficulties. Long range disruptor beams increase the effective range of the weapon, but at the cost of dramatic reductions to efficiency, damage output, and beam stability alongside a significantly increased physical size. However, for certain applications, such as point-defense emplacements, these trade-offs have been considered more than worthwhile."
"Ktek_Beam","upgrades/Weapons/Beam_Arrays_Rlaan_Milspec",1200000,0.01,1,"@upgrades/beam1.image@The Rlaan have studied disruptor based weaponry for far longer than any other extant species, and this is the most common fruit of that research."
"Ktek_Beam_PD","upgrades/Weapons/Beam_Arrays_Rlaan_Milspec",400000,0.01,1,"@upgrades/beam1.image@A version of the Rlaan Ktek beam repurposed for point defense installations."
"Ktek_Gun","upgrades/Weapons/Mounted_Guns_Rlaan_Milspec",200000,0.01,1,"@upgrades/beam3.image@Originally developed to break apart debris fields, this medium sized pulsed disruptor weapon is very deadly at close range. However, as the pulses, once disconnected from their generator, move slowly and rapidly decay, this weapon is of questionable value at any significant distance."
"Ktek_Mini_Grav-thumper","upgrades/Weapons/Mounted_Guns_Rlaan_Milspec",200000,0.01,1,"@upgrades/beam3.image@What Rlaan do to the erstwhile laws of physics in their own homes is their own business. When they do it on the business end of this space-disrupting weapon, its everyone else's business to not be in the way. This miniature version of the Janissary class main weapon is used in lieu of torpedos by Rlaan assault craft."
"Ktek_Mini_Grav-thumper_ammo","upgrades/Ammunition/Rlaan",60000,0.01,1,"@upgrades/maul.image@Unlike the larger version of the same device that the Janissary class is built around, the 'mini' version of the grav-thumper renders portions of the device used to generate the distortion damaged and inoperable. Fortunately, the relevant portions are both modular and easily ejected, leading to an ammunition-like solution to the problem."
"Disruptor","upgrades/Weapons/Mounted_Guns_Medium",60000,0.01,1,"@upgrades/beam1.image@A pulsed form of the shield-based disruptor beam technology, designs such as this have faded in popularity since the introduction of reliable shield decoupling mechanisms for the beam forms of disruptors. However, the significant time and investment already sunk into such designs, and the continued utility of the extremely high-end pulsed disruptor devices keeps the market stocked with current revisions of this aging weaponry."
"Pugilist","upgrades/Weapons/Mounted_Guns_Light",75000,0.01,1,"@upgrades/beam1.image@The lightest and smallest of the disruptors manufactured by groups in Unadorned space, it can only provide body blows, but can keep on swinging with remarkable stamina."
"Dissonance","upgrades/Weapons/Mounted_Guns_Confed_Milspec",500000,0.01,1,"@upgrades/beam1.image@A standard weapon on light Unadorned craft, the Dissonance is larger, weaker, and slower than the Rlaan Ktek gun, but has a significantly longer effective range."
"LR_Disruptor","upgrades/Weapons/Mounted_Guns_Heavy",400000,0.01,1,"@upgrades/beam1.image@Sacrificing efficiency and stopping power, this long ranged variant of the ubiquitous disruptor gun makes an effective fly-swatter. Primarily found in turret mounts on ships large enough to afford the energy demands, the low damage output tends to relegate this weapon to a deterrent role rather than the spearpoint of more aggressive actions."
,,,,,
"Micro_Driver","upgrades/Weapons/Mounted_Guns_Light",10000,0.01,1,"@upgrades/accelerator_gun.image@Long before the dawn of modern man, it was known to various hominids that hurling a blunt object was a reasonable way to deliver damage from a distance. Fittingly enough, the worlds of the Purist faction are among the chief manufacturers of mass drivers."
"Mini_Driver","upgrades/Weapons/Mounted_Guns_Medium",15000,0.01,1,"@upgrades/accelerator_gun.image@Long before the dawn of modern man, it was known to various hominids that hurling a blunt object was a reasonable way to deliver damage from a distance. Fittingly enough, the worlds of the Purist faction are among the chief manufacturers of mass drivers."
"Micro_Driver_ammo","upgrades/Ammunition/Common",200,8,1,"@upgrades/accelerator_gun.image@Very small, very dense, somewhat cheap, magnetically reactive."
"Mini_Driver_ammo","upgrades/Ammunition/Common",150,8,1,"@upgrades/accelerator_gun.image@Small, dense, cheap, magnetically reactive."
"Hephaestus_Mini","upgrades/Weapons/Mounted_Guns_Confed_Milspec",110000,0.01,0.1,"@upgrades/accelerator_gun.image@A scaled down version of the electromagnetic accelerator used in the Hephaestus point defense emplacements, this Andolian death-dealer is special less in its ability to fling its projectiles rapidly and at high velocity than its compatibility with a very particular projectile of Andolian manufacture."
"Hephaestus_Mini_ammo","upgrades/Ammunition/Confed",500,0.01,0.1,"@upgrades/swarm.image@The ammunition for the Hephaestus mini-driver is by far one of the smallest and most advanced shield-piercing rounds developed to date."
,,,,,
"laser","upgrades/Weapons/Mounted_Guns_Light",3500,0.01,1,"@upgrades/light.image@Though not a laser by any stretch of the imagination, due to its resemblance to the so called 'lasers' of classic games and movies of the previous millenium, the misnomer has stuck stronger than space rated epoxy. Cheap and utterly dependable, this and other similar low yield exhaust-compression weapons are ubiquitous in armed civilian populations."
,,,,,
"Arc_Device","upgrades/Weapons/Beam_Arrays_Medium",6000,0.01,1,"@upgrades/beam3.image@The trick, as many an unfortunate pirate has learned by experience, is to keep sufficient distance that the disabled enemy vessel is not accidently welded to your own ship. When used on security drones, the welding failure-mode is seen as more of a bonus."
"leech_gun","upgrades/Weapons/Mounted_Guns_Confed_Milspec",66000,0.01,1,"@upgrades/beam2.image@Like the Crippler, the leech gun relies on sophisticated projectiles housing single-shot laser warheads and minimal targeting systems to do the dirty work of rendering a target vessel disabled. Unlike the Crippler, the leech gun has a reputation for being sufficiently underpowered that it's dangerous to not pack more lethal weaponry as well."
"crippler","upgrades/Weapons/Mounted_Guns_Confed_Milspec",120000,0.01,1,"@upgrades/beam2.image@Originally designed for IntelSec and Homeland Security forces, the Crippler has reached increasingly large customer bases in the many decades since its introduction. Most experts believe this to be due to the fact that competitors looking to enter the less-than-lethal weapons market have tended to underestimate how difficult it is to hit appropriate subsystems to render a craft disabled but intact."
"Plasma_Plume","upgrades/Weapons/Beam_Arrays_Light",500,0.01,1,"@upgrades/light.image@It's a (plasma) flamethrower! ... in space! If you can actually get close enough to hit anything, the ionization can disable all sort and manner of targetted electrical systems, but the plasma plume's range tends to limit its applications to relatively stationary objects. Cheap as vaccuum, flashy as a nova, and unlikely to cause any real harm, this is a favored weapon of rent-a-cops and parking enforcement officials everywhere. "
,,,,,
"Photon_MK_I","upgrades/Weapons/Mounted_Guns_Aera_Milspec",400000,0.01,1,"@upgrades/beam3.image@The oldest active armament of what would come to be a long series of Aeran PESC (Photon Emission on Shield Collapse) weapons, the gun itself is a non-descript warhead accelerator designed around the MK I PESC ammunition."
"Photon_MK_II","upgrades/Weapons/Mounted_Guns_Aera_Milspec",600000,0.01,1,"@upgrades/beam2.image@A significant improvement with respect to the MK I in both accelerator and warhead, the MK II is a briusing weapon with solid shield penetration still heavily in service across the entire Aeran fleet."
"Photon_MK_III","upgrades/Weapons/Mounted_Guns_Aera_Milspec",400000,0.01,1,"@upgrades/medium.image@A refinement, rather than an improvement over the MK II, the MK III is a smaller weapon based around a much smaller warhead and a faster rate of fire, extending the PESC weaponry to lighter Aeran craft and emplacements."
"razor_gun","upgrades/Weapons/Mounted_Guns_Confed_Milspec",400000,0.01,1,"@upgrades/razor_gun.image@Sadly enough for their former marketing exectutives, 'Ring around the targets, pocket-size the fuzies, deuterium-deuterium, they all go boom!' did not in fact make for a good advertising campaign."
"reaper_cannon","upgrades/Weapons/Mounted_Guns_Confed_Milspec",800000,0.01,1,"@upgrades/beam3.image@The grimmest part of this Reaper is probably the 37 page manual on the appropriate handling of the anti-matter filled rounds. The gun itself, after all, is a rather sporty number."
"Photon_MK_I_ammo","upgrades/Ammunition/Aera",4000,5,1,"@upgrades/beam3.image@Aeran PESC (Photon Emission on Shield Collapse) Warhead. Essentially consisting of a faulty shield generator in miniature, on contact with any shield or object, the warhead's shield will collapse through the warhead itself, emitting a large number of high-energy photons in the process, thus lending notable shield-penetrating damage. While the root principle has been known to all of the major space-faring groups for some time, only the Aera have pursured significant weaponization."
"Photon_MK_II_ammo","upgrades/Ammunition/Aera",5000,5,1,"@upgrades/beam2.image@Aeran PESC (Photon Emission on Shield Collapse) Warhead. Essentially consisting of a faulty shield generator in miniature, on contact with any shield or object, the warhead's shield will collapse through the warhead itself, emitting a large number of high-energy photons in the process, thus lending notable shield-penetrating damage. While the root principle has been known to all of the major space-faring groups for some time, only the Aera have pursured significant weaponization."
"Photon_MK_III_ammo","upgrades/Ammunition/Aera",6000,5,1,"@upgrades/medium.image@Aeran PESC (Photon Emission on Shield Collapse) Warhead. Essentially consisting of a faulty shield generator in miniature, on contact with any shield or object, the warhead's shield will collapse through the warhead itself, emitting a large number of high-energy photons in the process, thus lending notable shield-penetrating damage. While the root principle has been known to all of the major space-faring groups for some time, only the Aera have pursured significant weaponization."
"razor_gun_ammo","upgrades/Ammunition/Confed",4000,5,1,"@upgrades/razor_gun.image@Each Razor round is a miniature fusion device, and a real pain to get through customs."
"reaper_cannon_ammo","upgrades/Ammunition/Confed",6000,5,1,"@upgrades/beam3.image@Keeping an anti-matter containment unit intact when being hurled out of a gun at several kilometers per second is no trivial matter, as the pricetag will verify."
,,,,,
"hellspawn","upgrades/Weapons/Capship",45000,0.01,1,"@missile-hud.image@Echewing strong AI, the Rlaan rely on an engineered species derived from something akin to a hunting dog to pilot their drones. Most other species find the idea of giving disembodied pet brains firing control over energy weapons to be mildly disconcerting. The Hellspawn model is one of the smaller Rlaan drones, consisting of little more than two turrets, sensors, and a drive system. Survivability is not a priority, as evidenced by the sizeable self-destruct package."
"stormfire","upgrades/Weapons/Mounted_Guns_Confed_Milspec",2000,0.01,1,"@upgrades/swarm.image@While individually fairly worthless, the PC-031 ""Stormfire"" rounds were designed as a low-yield, low-overhead projectiles that could be rapidly emmitted in high numbers by fighters with multiple weapon mountpoints, or as point defense on capital ships. Surplus Stormfires have seen additional use among merchants as cheap, reliable alternatives to energy weapons. "
"antimatter_gun","upgrades/Weapons/Capship",720000,0.01,1,"@upgrades/medium.image@As may be expected of a device created to sling anti-matter, any error during the firing process will not merely slag the gun, but may evapourate it and a large portion of the vessel on which it is mounted; thus, every aspect of the process is perfectly controlled and subject to significant redundancy. Needless to say, such engineering does not come cheap."
"tractor_beam","upgrades/Weapons/Beam_Arrays_Light",7500,0.01,1,"@cargo/tractor_beam.image@Gravitic technology can be used in a wide variety of ways: arguably, the most popular is keeping your soup in its bowl. A tractor beam, on the other hand, is good at putting somebody else's soup in your bowl. "
"repulsor_beam","upgrades/Weapons/Beam_Arrays_Light",50000,0.01,1,"@cargo/repulsor_beam.image@Repulsor beams, relatively new items on the market, have seen considerable use in large-scale construction projects ever since it was discovered how to keep them from mangling the point of contact; some creative combatants have found different uses for them."
"tractor_heavy","upgrades/Weapons/Beam_Arrays_Confed_Milspec",27500,0.01,1,"@cargo/tractor_heavy.image@Animal magnetism is overrated.  This is just over-engineered. Capable of producing a g-forces that would turn people, elephants, and any appropriately hued fruits into raspberry colored toast topping, heavy tractor beams are rarely seen outside of deepspace construction yards and piracy organizations."
"tractor_capability","upgrades/Weapons/Mount_Enhancements",50000,0.01,1,"@cargo/tractor_capability.image@Traditionally, most weapon mounts aren't constructed to handle the strains associated with tractor beam usage. Fortunately, this is usually a cost-cutting measure, and installing the necessary reinforcements doesn't tend to interfere with the weapon mount, although it may void certain warranties. "
"autotracking","upgrades/Weapons/Mount_Enhancements",100000,0.01,1,"@upgrades/circuit1.image@While all mounted weapons have inherent auto-tracking capabilities, these defaults are limited in civilian mounts. A full-powered military auto-tracker like this greatly enhances weapon accuracy."
,,,,,
"rlaan_turret_pd","upgrades/Weapons/Turrets/Rlaan",100000,0.1,1,"@upgrades/beam1.image@The Rlaan are well known for their disdain of missiles, especially those fired at them."
"rlaan_turret_mini","upgrades/Weapons/Turrets/Rlaan",140000,0.1,1,"@upgrades/turret_medium.image@While Rlaan ships tend to mount flash-shields capable of shrugging off most small arms fire, they still prefer the option of 'convincing' fighters to stop firing."
"aera_turret_pd","upgrades/Weapons/Turrets/Aera",100000,0.1,1,"@upgrades/beam1.image@Using low yield pulse lasers, the aera have made simple and effective anti-missile turrets."
"beam_turret","upgrades/Weapons/Turrets",150000,0.1,1,"@upgrades/turret_heavy.image@Specially designed for the energy and heat dissipation requirements of beam weapons, this turret has everything you need to mount a pair of them."
"turret_pd","upgrades/Weapons/Turrets",100000,0.1,1,"@upgrades/beam3.image@One is heavily advised to not play 'catch the missile' unless one mounts several of these."
"heavy_turret","upgrades/Weapons/Turrets",300000,0.1,1,"@upgrades/turret_heavy.image@For when evasive maneuvers are too subtle a hint your tailgaters."
"small_turret","upgrades/Weapons/Turrets",80000,0.1,1,"@upgrades/turret_light.image@Given the armament commonly placed in such turrets, the small turret has become affectionately known as 'the machine that goes ping'."
"medium_turret","upgrades/Weapons/Turrets",250000,0.1,1,"@upgrades/turret_medium.image@It turns, it shoots, it slices. No, it does not dice, but it does come with a free fuzzy pair."
"capship_turret","upgrades/Weapons/Turrets",1600000,0.1,1,"@upgrades/razor_gun.image@When hunting for bear, hover softly, and carry a big stick"
"capship_turret_heavy","upgrades/Weapons/Turrets",8000000,0.1,1,"@upgrades/beam2.image@If your vessel can mount this, this can mount whatever you want."
"turret_pd_long","upgrades/Weapons/Turrets",800000,0.1,1,"@upgrades/beam1.image@One of the most impressive applications of disruptor technology, this military rated point defense turret is the best of its kind."
"franklin_pd","upgrades/Weapons/Turrets",600000,0.1,1,"@../units/franklin/franklin-hud.image@These turrets were custom designed for the Franklin class diplomatic transport. Any hotshot who splurges on the Franklin should undoubtedly get these fine turrets to complement the exterior decor."
,,,,,
"kineticmissile","upgrades/Ammunition/Capship",4000,0.01,0.1,"@missile-hud.image@Behold KE=1/2MV^2: large values of M and high values of V yield large numbers of obliterated fragments of intended targets. (Capital sized launch platform sold separately, shield batteries included.)"
"capiff_ammo","upgrades/Ammunition/Capship",2000,0.01,0.1,"@upgrades/capiff.image@Drawing upon the greater sensor capability and volumetric resources of a capital vessel, these larger IFF missiles can deliver a larger payload over a much longer intercept sphere than their fighter-launched cousins."
"cap_iff","upgrades/Ammunition/Capship",2000,0.01,0.1,"@upgrades/capiff.image@Drawing upon the greater sensor capability and volumetric resources of a capital vessel, these larger IFF missiles can deliver a larger payload over a much longer intercept sphere than their fighter-launched cousins."
"capcluster_ammo","upgrades/Ammunition/Capship",2000,0.01,0.1,"@upgrades/missile.image@Capital ships benefit both from being large enough to launch effective cluster munitions and robust enough to not worry about doorstep detonations."
"capshipmissile_ammo","upgrades/Ammunition/Capship",2000,0.01,0.1,"@upgrades/capshipmissile.image@As large as some insystem fighters and sporting the latest in stealth and ECCM technology, these SPEC capable missiles, frequently seen tipped with warheads in the 10 megaton or higher range, can make dropping one's shields to retreat a truly nerve-wracking decision."
"grand_gauss","upgrades/Ammunition/Capship",3000,0.01,0.1,"@upgrades/emp2.image@The spinal mounted armament of the Leonidas class dreadnaughts is something to behold. If the principle behind the massive accelerators is not novel, their scale remains awe-inspiring."
"dumbfire_ammo","upgrades/Ammunition/Common",20,0.01,0.1,"@upgrades/dumbfire.image@Removing maneuvering jets capable of counteracting a missile's momentum leaves a lot more room for a warhead. Of course, it also makes for a missile that only flies in a straight line."
"heatseeker_ammo","upgrades/Ammunition/Common",35,0.01,0.1,"@upgrades/heatseeker.image@A missile which locks onto a heat source -- a ship's engines, for example -- rather than a radar or IFF signal. The Heatseeker is not as vulnerable to ECM as torpedoes, IFF or other guided missiles are. Damage is respectable for their small size. They are also relatively inexpensive and widely available. Most effective against light and medium ships. They are best used in salvos rather than individually. One missile often will weaken the target's defenses enough to let the others get through and do damage to the ship itself. CAUTION: If you are attacking targets near a friendly capship, heat seekers launched at targets within a few hundred meters from the capship may well lock onto the capship instead. That tends to get you talked about by the capship. "
"image_recognition_ammo","upgrades/Ammunition/Common",75,0.01,0.1,"@upgrades/imrec.image@Like an obsessive-compulsive stalker, once it knows what you look like, it's not going to stop showing up at your doorstep."
"friend_or_foe_ammo","upgrades/Ammunition/Common",100,0.01,0.1,"@upgrades/fof.image@There are those who, steadfast in their desire to reduce signals cluttering battlefield communications, have advocated abandoning traditional IFF mechanisms. Fortunately for missile and sensor manufacturers everywhere, such proponents have a remarkable tendency to find their ships hit by IFF missiles."
"torpedo_ammo","upgrades/Ammunition/Confed",2000,0.01,0.1,"@upgrades/emp1.image@Featuring bulk and drive style rapidly approaching that of a small vessel, these beasts pack a heavy punch, but tend to have acceleration curves suited to catching only the less than fleet of foot."
"advtorpedo_ammo","upgrades/Ammunition/Aera",2000,0.01,0.1,"@upgrades/missile.image@The Aeran equivalent of the Confederation torpedo is just as sluggish, but packs a more vicious punch."
"emp_torpedo_ammo","upgrades/Ammunition/Uncommon",2500,0.01,0.1,"@upgrades/emp3.image@Employed in increasingly large numbers by regional guard units, EMP torpedos seek to sufficiently damage the electronics of a vessel so as to render it out of user control. Such devices, in the absence of an atmosphere to assist with EMP effects, must be quite large, and have thus been adapted to a torpedo chassis."
"javelin_ammo","upgrades/Ammunition/Aera",4000,0.01,0.1,"@upgrades/swarm.image@An older Aeran PESC mini-warhead adapted for rocket pod distribution."
"cluster_ammo","upgrades/Ammunition/Uncommon",2000,0.01,0.1,"@upgrades/cluster.image@While fighter-mounted cluster missiles are unlikely to actually destroy any vessels, they are extremely useful for getting the attention of several craft in one go."
"swarm_ammo","upgrades/Ammunition/Uncommon",80,0.01,0.1,"@upgrades/swarm.image@If you love the smell of Katyushas in the morning, then you probably already have one of these."
"photon_swarm_ammo","upgrades/Ammunition/Aera",90,0.01,0.1,"@upgrades/swarm.image@A more recently developed Aeran PESC mini-warhead, photon swarm rocket pods are extremely common on Aeran light craft."
"killer_bee_ammo","upgrades/Ammunition/Uncommon",85,0.01,0.1,"@upgrades/swarm.image@Like their namesake, one sting won't hurt too much, but nobody fires just one of these."
"hail_ammo","upgrades/Ammunition/Uncommon",90,0.01,0.1,"@upgrades/swarm.image@Sometimes it rains, sometimes it hails, but when you're armed with Hail emplacents, it rains death from above."
"breeze_ammo","upgrades/Ammunition/Uncommon",300,0.01,0.1,"@upgrades/missile.image@An otherwise unremarkable missile with an odd aspect ratio."
"porcupine_mine_ammo","upgrades/Ammunition/Aera",300,0.01,0.1,"@upgrades/porcupine_mine.image@Dropped by Aeran mine-layers and, in smaller numbers, other small craft, these mines each mount a single gun with a limited number of rounds. Once ammunition or energy is depleted, the mines self-destruct. These mines are used in both defensive emplacements and as a harassing distraction against pursuing craft."
"leech_ammo","upgrades/Ammunition/Uncommon",1000,0.01,1,"@upgrades/leech.image@Complicated rounds with sensors and one-shot lasers designed to disable, not destroy, enemy craft."
,,,,,
"cloaking_device","upgrades/Experimental",259000,8.9,1,"@cargo/cloaking_device_experimental.image@This device uses gravity manipulation technology. A powerful gravitational lens distorts a massive region around the vessel, bending signals emitted by active sensors around the ship and out at seeming random angles and locations. This makes it very easy to know that a ship mounting a cloaking device is present, but very hard to figure out what class of ship, where it's headed, and where exactly it is."
,,,,,
,,,,,
"First_Class_Passenger","Passengers",,4,100,"@cargo/first_class_passenger.image@If you are taking first class passengers around, they had better have all the amenities one expects."
"Business_Class_Passenger","Passengers",,3,50,"@cargo/business_class_passenger.image@With a laptop and a wide rear, the business class passenger enjoys some of the room of the first class passenger."
"Frozen_Colonist","Passengers/Economy",,1,3,"@cargo/frozen_colonist.image@Polite, space-efficient, doesn't try to back-seat pilot, doesn't care how long it takes to get there. Unfortunately, being technically, if only temporarily, deceased - not much for conversation."
"Hitchhiker","Passengers/Economy",,0.4,6,"@cargo/steerage_class@Always brings a towel of his/her own."
,,,,,
"Ration_Mealpacks","Natural_Products/Food/Confed",100,1.2,1,"@cargo/ration_mealpacks.image@Owing to the generally high danger of radiation deterioration, most foods consumed in space by humans are mealpacks. These compact mealpacks contain energy bars and an energy liquid drink. Highly nutritious, and absolutely tasteless to the eye and palate."
"Standard_Mealpacks","Natural_Products/Food/Confed",100,1.2,1,"@cargo/standard_mealpacks.image@Standard Mealpacks are designed for regular people who want a halfway decent meal without a lot of trouble. Self-heating, these mealpacks are hermetically sealed packs of cheap and satisfying foodstuffs. A great alternative to the staple foods on many developed worlds: vat grown meats, algae sludge and tofu bars."
"Luxury_Mealpacks","Natural_Products/Food/Confed",180,0.8,1,"@cargo/luxury_mealpacks.image@Oriented towards the human digestive system, such packs typically contain actual game meat, exotic fruits, vegetables and other rarest of rare foods. Despite repeated denials, rumours persist that meat from other sentient beings are included for the palates of those most decadent of the rich and famous."
"Filtered_Water","Natural_Products/Food/Confed",40,10,10,"@cargo/fresh_water.image@The main building block of life. Fresh water is required by most animalistic species to maintain bodily function. A body will normally use water to carry nutrients to all cells of the body, and remove toxic wastes to avoid poisoning and death."
"Filtered_Water","Natural_Products/Food/Aera",40,3,3,"@cargo/fresh_water.image@The main building block of life. Fresh water is required by most animalistic species to maintain bodily function. A body will normally use water to carry nutrients to all cells of the body, and remove toxic wastes to avoid poisoning and death."
"Aera_Ration","Natural_Products/Food/Aera",40,1.4,1,"@cargo/aera_ration.image@Containing utilitarian dehydrated meal bars with jerky for dessert, the Aera ration is human edible, but prolonged human consumption will result in eventual sickness and death due to alkaloid content."
"Jhurlon","Natural_Products/Food/Aera",140,1.05,1,"@cargo/jhurlon.image@A native of the Bzbr world, the Jhurlon most closely resembles a boulder sized land dwelling abalone. While well protected against native predators, modern technology has made cutting through their shell somewhat easier."
"Salted_Thok","Natural_Products/Food/Aera",130,1.2,1,"@cargo/salted_thok.image@Though the Aera destroyed their jungle forests, the seas fared better, and continue to produce this tasty fish-like creature."
"Sustipack","Natural_Products/Food/Rlaan",140,0.8,1,"@cargo/sustipacks.image@Containing the bare minimum in ammonia based concentrates and a carb syrup, these packs provide a Rlaan with absolute minimum sustenance. Strangely enough, these packs aid Rlaan fitness, as they will make every effort to avoid eating one."
